Id,Label,timeset,frequency,type,Degree,Weighted Degree,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,eigencentrality
GÃ©rard Depardieu,GÃ©rard Depardieu,,55,Schauspieler,55,55,0,20,0.16261,0.18306,0.022168,0,0,1
Samuel L. Jackson,Samuel L. Jackson,,43,Schauspieler,43,43,0,20,0.152976,0.17346,0.004902,0,0,0.705157
Nicole Kidman,Nicole Kidman,,42,Schauspieler,42,42,0,20,0.154731,0.175112,0.006141,0,0,0.683998
Julianne Moore,Julianne Moore,,41,Schauspieler,41,41,0,20,0.154157,0.175316,0.0049,0,0,0.697423
Karin Viard,Karin Viard,,40,Schauspieler,40,40,0,20,0.142865,0.160018,0.005356,0,0,0.576908
Isabelle Huppert,Isabelle Huppert,,40,Schauspieler,40,40,0,20,0.147269,0.163231,0.007162,0,0,0.481999
Daniel Auteuil,Daniel Auteuil,,39,Schauspieler,39,39,0,18,0.151613,0.168516,0.009704,0,0,0.576837
Matt Damon,Matt Damon,,38,Schauspieler,38,38,0,18,0.159015,0.177919,0.008546,0,0,0.62711
Mark Wahlberg,Mark Wahlberg,,38,Schauspieler,38,38,0,20,0.150518,0.170528,0.005159,0,0,0.550737
Moritz Bleibtreu,Moritz Bleibtreu,,37,Schauspieler,37,37,0,16,0.149765,0.164465,0.023319,0,0,0.429802
Morgan Freeman,Morgan Freeman,,37,Schauspieler,37,37,0,20,0.151384,0.17105,0.004468,0,0,0.575444
Bruce Willis,Bruce Willis,,37,Schauspieler,37,37,0,20,0.152912,0.172185,0.00517,0,0,0.530954
Johnny Depp,Johnny Depp,,36,Schauspieler,36,36,0,20,0.151964,0.170458,0.004851,0,0,0.563963
Jean-Pierre Darroussin,Jean-Pierre Darroussin,,36,Schauspieler,36,36,0,20,0.142739,0.158058,0.004585,0,0,0.44565
Scarlett Johansson,Scarlett Johansson,,35,Schauspieler,35,35,0,18,0.154549,0.172991,0.005182,0,0,0.56819
Catherine Deneuve,Catherine Deneuve,,35,Schauspieler,35,35,0,18,0.154235,0.170811,0.00723,0,0,0.464196
Olivier Gourmet,Olivier Gourmet,,34,Schauspieler,34,34,0,20,0.145047,0.161977,0.006914,0,0,0.447368
Liam Neeson,Liam Neeson,,33,Schauspieler,33,33,0,20,0.155826,0.174479,0.007857,0,0,0.512825
Jude Law,Jude Law,,33,Schauspieler,33,33,0,20,0.154211,0.174619,0.004187,0,0,0.576433
Ewan McGregor,Ewan McGregor,,33,Schauspieler,33,33,0,20,0.1508,0.170163,0.003827,0,0,0.488087
Nicolas Cage,Nicolas Cage,,33,Schauspieler,33,33,0,20,0.149936,0.167175,0.003993,0,0,0.401836
Kristin Scott Thomas,Kristin Scott Thomas,,32,Schauspieler,32,32,0,18,0.157555,0.174839,0.00896,0,0,0.416938
Colin Firth,Colin Firth,,32,Schauspieler,32,32,0,18,0.15029,0.168712,0.003625,0,0,0.490998
Jean Reno,Jean Reno,,32,Schauspieler,32,32,0,18,0.155477,0.172274,0.009192,0,0,0.399156
Cate Blanchett,Cate Blanchett,,32,Schauspieler,32,32,0,20,0.15183,0.171605,0.003527,0,0,0.523709
Kate Winslet,Kate Winslet,,31,Schauspieler,31,31,0,18,0.153066,0.17171,0.005099,0,0,0.482096
Brad Pitt,Brad Pitt,,31,Schauspieler,31,31,0,20,0.156034,0.174162,0.006283,0,0,0.486562
Kad Merad,Kad Merad,,31,Schauspieler,31,31,0,20,0.142083,0.158053,0.003095,0,0,0.373648
Ben Affleck,Ben Affleck,,31,Schauspieler,31,31,0,20,0.148591,0.167388,0.003021,0,0,0.451112
Bruno Ganz,Bruno Ganz,,31,Schauspieler,31,31,0,18,0.159797,0.175534,0.017873,0,0,0.376286
Juliette Binoche,Juliette Binoche,,31,Schauspieler,31,31,0,18,0.158025,0.17601,0.010108,0,0,0.420064
Anthony Hopkins,Anthony Hopkins,,30,Schauspieler,30,30,0,20,0.15102,0.170369,0.003652,0,0,0.475841
Monica Bellucci,Monica Bellucci,,30,Schauspieler,30,30,0,18,0.161413,0.178404,0.016664,0,0,0.423914
Mathilde Seigner,Mathilde Seigner,,30,Schauspieler,30,30,0,20,0.139666,0.155536,0.002956,0,0,0.360591
Cameron Diaz,Cameron Diaz,,30,Schauspieler,30,30,0,20,0.14803,0.166984,0.003772,0,0,0.422893
Willem Dafoe,Willem Dafoe,,30,Schauspieler,30,30,0,20,0.156388,0.174493,0.006069,0,0,0.410665
John Goodman,John Goodman,,29,Schauspieler,29,29,0,20,0.151326,0.170169,0.004118,0,0,0.411733
Guillaume Canet,Guillaume Canet,,29,Schauspieler,29,29,0,20,0.152874,0.168968,0.006045,0,0,0.365609
Meryl Streep,Meryl Streep,,29,Schauspieler,29,29,0,20,0.146866,0.166118,0.002052,0,0,0.45532
George Clooney,George Clooney,,29,Schauspieler,29,29,0,18,0.147008,0.164552,0.00247,0,0,0.427992
Owen Wilson,Owen Wilson,,29,Schauspieler,29,29,0,20,0.147513,0.165301,0.003463,0,0,0.397721
FranÃ§ois Cluzet,FranÃ§ois Cluzet,,29,Schauspieler,29,29,0,20,0.146282,0.16272,0.002851,0,0,0.373707
Mathieu Amalric,Mathieu Amalric,,29,Schauspieler,29,29,0,20,0.149633,0.165839,0.005659,0,0,0.368796
Charlotte Gainsbourg,Charlotte Gainsbourg,,28,Schauspieler,28,28,0,20,0.153701,0.170054,0.006797,0,0,0.332463
Ralph Fiennes,Ralph Fiennes,,28,Schauspieler,28,28,0,18,0.158833,0.176509,0.007202,0,0,0.421549
Nathalie Baye,Nathalie Baye,,28,Schauspieler,28,28,0,20,0.142706,0.158466,0.002429,0,0,0.329634
Marion Cotillard,Marion Cotillard,,28,Schauspieler,28,28,0,18,0.154705,0.172059,0.009932,0,0,0.375785
Til Schweiger,Til Schweiger,,28,Schauspieler,28,28,0,18,0.149477,0.164022,0.009982,0,0,0.302618
Ben Stiller,Ben Stiller,,28,Schauspieler,28,28,0,20,0.143137,0.159753,0.002251,0,0,0.355138
Sandrine Kiberlain,Sandrine Kiberlain,,28,Schauspieler,28,28,0,20,0.141721,0.157286,0.002797,0,0,0.325089
Rachel Weisz,Rachel Weisz,,28,Schauspieler,28,28,0,20,0.152056,0.169959,0.004039,0,0,0.378907
Alec Baldwin,Alec Baldwin,,28,Schauspieler,28,28,0,20,0.14625,0.164307,0.002359,0,0,0.379746
Charles Berling,Charles Berling,,27,Schauspieler,27,27,0,20,0.147087,0.162828,0.003941,0,0,0.327854
Catherine Frot,Catherine Frot,,27,Schauspieler,27,27,0,20,0.143559,0.159121,0.003084,0,0,0.323523
Sylvie Testud,Sylvie Testud,,27,Schauspieler,27,27,0,20,0.142131,0.156462,0.005618,0,0,0.258634
Vincent Cassel,Vincent Cassel,,27,Schauspieler,27,27,0,20,0.156201,0.173317,0.007983,0,0,0.365008
Robert De Niro,Robert De Niro,,27,Schauspieler,27,27,0,20,0.149215,0.166645,0.004544,0,0,0.352859
Susan Sarandon,Susan Sarandon,,27,Schauspieler,27,27,0,20,0.147758,0.166322,0.002142,0,0,0.38267
Naomi Watts,Naomi Watts,,27,Schauspieler,27,27,0,20,0.149485,0.168054,0.003345,0,0,0.370975
Daniel BrÃ¼hl,Daniel BrÃ¼hl,,27,Schauspieler,27,27,0,20,0.156044,0.172115,0.013356,0,0,0.323836
Tom Hanks,Tom Hanks,,27,Schauspieler,27,27,0,20,0.150119,0.16746,0.004396,0,0,0.336042
Charlize Theron,Charlize Theron,,26,Schauspieler,26,26,0,20,0.149693,0.167867,0.002884,0,0,0.363763
Audrey Tautou,Audrey Tautou,,26,Schauspieler,26,26,0,20,0.14603,0.161667,0.004181,0,0,0.273736
FranÃ§ois BerlÃ©and,FranÃ§ois BerlÃ©and,,26,Schauspieler,26,26,0,18,0.147447,0.163106,0.003701,0,0,0.308368
Julia Roberts,Julia Roberts,,26,Schauspieler,26,26,0,20,0.146499,0.164135,0.001705,0,0,0.362028
Christopher Walken,Christopher Walken,,26,Schauspieler,26,26,0,20,0.144789,0.162924,0.002337,0,0,0.315676
Tilda Swinton,Tilda Swinton,,26,Schauspieler,26,26,0,18,0.151651,0.168656,0.004578,0,0,0.366426
Lambert Wilson,Lambert Wilson,,26,Schauspieler,26,26,0,20,0.146725,0.162314,0.004168,0,0,0.290153
Antonio Banderas,Antonio Banderas,,26,Schauspieler,26,26,0,20,0.148926,0.165514,0.004679,0,0,0.3188
Jason Statham,Jason Statham,,26,Schauspieler,26,26,0,20,0.151624,0.16882,0.005466,0,0,0.320811
Ben Kingsley,Ben Kingsley,,26,Schauspieler,26,26,0,20,0.143384,0.160756,0.002351,0,0,0.306234
JÃ¼rgen Vogel,JÃ¼rgen Vogel,,26,Schauspieler,26,26,0,18,0.13387,0.145545,0.003715,0,0,0.220485
Isabelle CarrÃ©,Isabelle CarrÃ©,,26,Schauspieler,26,26,0,20,0.13741,0.152197,0.002881,0,0,0.303268
Vincent Lindon,Vincent Lindon,,26,Schauspieler,26,26,0,20,0.144298,0.158124,0.004347,0,0,0.253059
Romain Duris,Romain Duris,,25,Schauspieler,25,25,0,20,0.147168,0.163209,0.004181,0,0,0.276005
Channing Tatum,Channing Tatum,,25,Schauspieler,25,25,0,20,0.148799,0.166432,0.002766,0,0,0.327619
John Cusack,John Cusack,,25,Schauspieler,25,25,0,20,0.146419,0.163364,0.002441,0,0,0.302116
Tommy Lee Jones,Tommy Lee Jones,,25,Schauspieler,25,25,0,20,0.147768,0.165395,0.002598,0,0,0.315342
Steve Buscemi,Steve Buscemi,,25,Schauspieler,25,25,0,18,0.152468,0.168203,0.004362,0,0,0.321474
Christian Clavier,Christian Clavier,,25,Schauspieler,25,25,0,20,0.143339,0.158151,0.002829,0,0,0.312875
Angelina Jolie,Angelina Jolie,,25,Schauspieler,25,25,0,20,0.147824,0.165208,0.002987,0,0,0.323121
Jean-Paul Rouve,Jean-Paul Rouve,,25,Schauspieler,25,25,0,20,0.140331,0.155362,0.002422,0,0,0.286007
Joaquin Phoenix,Joaquin Phoenix,,25,Schauspieler,25,25,0,20,0.150113,0.166985,0.003547,0,0,0.308039
Roschdy Zem,Roschdy Zem,,25,Schauspieler,25,25,0,20,0.138037,0.152834,0.002566,0,0,0.257893
Emma Thompson,Emma Thompson,,24,Schauspieler,24,24,0,20,0.151371,0.167755,0.003548,0,0,0.301161
Christian Bale,Christian Bale,,24,Schauspieler,24,24,0,20,0.152038,0.170661,0.002509,0,0,0.410027
Colin Farrell,Colin Farrell,,24,Schauspieler,24,24,0,20,0.149589,0.168101,0.002882,0,0,0.372788
Catherine Keener,Catherine Keener,,24,Schauspieler,24,24,0,20,0.14583,0.162507,0.00217,0,0,0.285162
Jennifer Aniston,Jennifer Aniston,,24,Schauspieler,24,24,0,20,0.144525,0.160926,0.001624,0,0,0.269114
John Travolta,John Travolta,,24,Schauspieler,24,24,0,20,0.143521,0.160008,0.001393,0,0,0.270403
Matthew McConaughey,Matthew McConaughey,,24,Schauspieler,24,24,0,20,0.143498,0.160721,0.001634,0,0,0.281758
Harrison Ford,Harrison Ford,,24,Schauspieler,24,24,0,20,0.145698,0.161891,0.002201,0,0,0.257014
Clovis Cornillac,Clovis Cornillac,,24,Schauspieler,24,24,0,20,0.141246,0.155927,0.002099,0,0,0.282794
James Franco,James Franco,,24,Schauspieler,24,24,0,20,0.145676,0.162256,0.002346,0,0,0.26293
Jeff Bridges,Jeff Bridges,,24,Schauspieler,24,24,0,20,0.145313,0.162747,0.001668,0,0,0.343771
Denis PodalydÃ¨s,Denis PodalydÃ¨s,,24,Schauspieler,24,24,0,20,0.135736,0.150346,0.001795,0,0,0.280101
Tom Cruise,Tom Cruise,,24,Schauspieler,24,24,0,22,0.142513,0.159227,0.001622,0,0,0.290048
Denzel Washington,Denzel Washington,,24,Schauspieler,24,24,0,20,0.142558,0.159094,0.002328,0,0,0.250997
Adam Sandler,Adam Sandler,,24,Schauspieler,24,24,0,20,0.138392,0.15327,0.001486,0,0,0.239025
Ed Harris,Ed Harris,,24,Schauspieler,24,24,0,20,0.149331,0.167434,0.002649,0,0,0.358949
Daniel Craig,Daniel Craig,,24,Schauspieler,24,24,0,20,0.153529,0.169655,0.003911,0,0,0.295243
AndrÃ© Dussollier,AndrÃ© Dussollier,,24,Schauspieler,24,24,0,18,0.14491,0.159831,0.003419,0,0,0.293479
Sandra Bullock,Sandra Bullock,,24,Schauspieler,24,24,0,20,0.143652,0.15968,0.001853,0,0,0.259156
Josiane Balasko,Josiane Balasko,,24,Schauspieler,24,24,0,20,0.143695,0.158528,0.002642,0,0,0.305553
Ethan Hawke,Ethan Hawke,,24,Schauspieler,24,24,0,20,0.152741,0.169894,0.003839,0,0,0.301625
Woody Harrelson,Woody Harrelson,,24,Schauspieler,24,24,0,20,0.145306,0.163098,0.00196,0,0,0.323529
Gwyneth Paltrow,Gwyneth Paltrow,,23,Schauspieler,23,23,0,20,0.145202,0.161824,0.001398,0,0,0.293776
Keira Knightley,Keira Knightley,,23,Schauspieler,23,23,0,20,0.150028,0.165963,0.003238,0,0,0.28963
Jean Dujardin,Jean Dujardin,,23,Schauspieler,23,23,0,18,0.144766,0.159345,0.00309,0,0,0.226524
Charlotte Rampling,Charlotte Rampling,,23,Schauspieler,23,23,0,18,0.15044,0.164522,0.005064,0,0,0.230855
Jeremy Irons,Jeremy Irons,,23,Schauspieler,23,23,0,18,0.155399,0.171095,0.005358,0,0,0.280404
Natalie Portman,Natalie Portman,,23,Schauspieler,23,23,0,20,0.149418,0.16704,0.002893,0,0,0.336541
Gary Oldman,Gary Oldman,,23,Schauspieler,23,23,0,20,0.148362,0.166195,0.002482,0,0,0.336328
BenoÃ®t Poelvoorde,BenoÃ®t Poelvoorde,,23,Schauspieler,23,23,0,20,0.140185,0.154636,0.002111,0,0,0.258436
Pierce Brosnan,Pierce Brosnan,,23,Schauspieler,23,23,0,20,0.145662,0.161778,0.003053,0,0,0.255056
Stanley Tucci,Stanley Tucci,,23,Schauspieler,23,23,0,18,0.147313,0.164532,0.002542,0,0,0.333063
John Malkovich,John Malkovich,,23,Schauspieler,23,23,0,20,0.155176,0.172386,0.008512,0,0,0.318193
Sean Penn,Sean Penn,,23,Schauspieler,23,23,0,18,0.148673,0.165736,0.002063,0,0,0.314854
Fabrice Luchini,Fabrice Luchini,,23,Schauspieler,23,23,0,20,0.146216,0.16164,0.002621,0,0,0.274811
Michael Fassbender,Michael Fassbender,,22,Schauspieler,22,22,0,20,0.149972,0.166689,0.002612,0,0,0.307156
Emmanuelle Devos,Emmanuelle Devos,,22,Schauspieler,22,22,0,20,0.144312,0.159068,0.00271,0,0,0.237501
Salma Hayek,Salma Hayek,,22,Schauspieler,22,22,0,20,0.144005,0.160408,0.001827,0,0,0.246338
William Hurt,William Hurt,,22,Schauspieler,22,22,0,20,0.153534,0.169948,0.003255,0,0,0.270679
Helena Bonham Carter,Helena Bonham Carter,,22,Schauspieler,22,22,0,20,0.143414,0.158675,0.001223,0,0,0.26233
Rose Byrne,Rose Byrne,,22,Schauspieler,22,22,0,20,0.146228,0.16376,0.00297,0,0,0.28721
Judi Dench,Judi Dench,,22,Schauspieler,22,22,0,20,0.150429,0.167048,0.003515,0,0,0.285161
Jack Black,Jack Black,,22,Schauspieler,22,22,0,20,0.144492,0.160848,0.002645,0,0,0.280039
Dennis Quaid,Dennis Quaid,,22,Schauspieler,22,22,0,20,0.142885,0.15902,0.001991,0,0,0.228274
Michael Caine,Michael Caine,,22,Schauspieler,22,22,0,20,0.147055,0.163867,0.002157,0,0,0.302574
Yvan Attal,Yvan Attal,,22,Schauspieler,22,22,0,20,0.143014,0.15811,0.002574,0,0,0.242394
Jake Gyllenhaal,Jake Gyllenhaal,,22,Schauspieler,22,22,0,20,0.144902,0.162179,0.001959,0,0,0.267029
Jennifer Lopez,Jennifer Lopez,,21,Schauspieler,21,21,0,20,0.142702,0.158661,0.001778,0,0,0.226009
JosÃ© Garcia,JosÃ© Garcia,,21,Schauspieler,21,21,0,20,0.141964,0.156477,0.002294,0,0,0.227942
Keanu Reeves,Keanu Reeves,,21,Schauspieler,21,21,0,20,0.147261,0.163051,0.00267,0,0,0.264197
Robert Downey Jr.,Robert Downey Jr.,,21,Schauspieler,21,21,0,20,0.146622,0.162694,0.001749,0,0,0.325956
Eddie Murphy,Eddie Murphy,,21,Schauspieler,21,21,0,20,0.133598,0.147537,0.001585,0,0,0.174258
Mark Ruffalo,Mark Ruffalo,,21,Schauspieler,21,21,0,20,0.145156,0.16275,0.001457,0,0,0.305552
Amy Adams,Amy Adams,,21,Schauspieler,21,21,0,20,0.144997,0.163155,0.00132,0,0,0.344949
Gilles Lellouche,Gilles Lellouche,,21,Schauspieler,21,21,0,20,0.142439,0.157548,0.002839,0,0,0.260903
Josh Brolin,Josh Brolin,,21,Schauspieler,21,21,0,18,0.147729,0.164452,0.002088,0,0,0.301893
Rachel McAdams,Rachel McAdams,,21,Schauspieler,21,21,0,20,0.152246,0.168124,0.002747,0,0,0.264577
Geoffrey Rush,Geoffrey Rush,,21,Schauspieler,21,21,0,20,0.147161,0.16326,0.002673,0,0,0.262633
Jacques Gamblin,Jacques Gamblin,,21,Schauspieler,21,21,0,20,0.140084,0.15367,0.002109,0,0,0.202529
Frances McDormand,Frances McDormand,,21,Schauspieler,21,21,0,20,0.14473,0.160476,0.001554,0,0,0.245755
Tim Roth,Tim Roth,,21,Schauspieler,21,21,0,20,0.152963,0.169585,0.004157,0,0,0.252013
Helen Mirren,Helen Mirren,,21,Schauspieler,21,21,0,20,0.1477,0.164067,0.004473,0,0,0.284071
Reese Witherspoon,Reese Witherspoon,,21,Schauspieler,21,21,0,20,0.143184,0.158305,0.001666,0,0,0.212256
GÃ©rard Jugnot,GÃ©rard Jugnot,,21,Schauspieler,21,21,0,20,0.136755,0.150572,0.001527,0,0,0.248711
Emily Blunt,Emily Blunt,,21,Schauspieler,21,21,0,20,0.145251,0.162049,0.001617,0,0,0.26878
Vince Vaughn,Vince Vaughn,,21,Schauspieler,21,21,0,20,0.14791,0.165058,0.001888,0,0,0.263005
GÃ©rard Lanvin,GÃ©rard Lanvin,,21,Schauspieler,21,21,0,20,0.13851,0.153159,0.001444,0,0,0.224825
Edouard Baer,Edouard Baer,,20,Schauspieler,20,20,0,20,0.139039,0.152824,0.001665,0,0,0.226535
Richard Gere,Richard Gere,,20,Schauspieler,20,20,0,20,0.143392,0.159488,0.001163,0,0,0.22592
Leonardo DiCaprio,Leonardo DiCaprio,,20,Schauspieler,20,20,0,20,0.150845,0.168028,0.002124,0,0,0.271203
Drew Barrymore,Drew Barrymore,,20,Schauspieler,20,20,0,20,0.141108,0.156551,0.001886,0,0,0.21523
Clive Owen,Clive Owen,,20,Schauspieler,20,20,0,18,0.152441,0.168181,0.002899,0,0,0.250128
Kathy Bates,Kathy Bates,,20,Schauspieler,20,20,0,18,0.148387,0.16447,0.002497,0,0,0.245355
Vincent Perez,Vincent Perez,,20,Schauspieler,20,20,0,18,0.148944,0.162928,0.004652,0,0,0.190485
Sigourney Weaver,Sigourney Weaver,,20,Schauspieler,20,20,0,20,0.142363,0.157855,0.001404,0,0,0.194369
Will Smith,Will Smith,,20,Schauspieler,20,20,0,20,0.140534,0.155468,0.001197,0,0,0.194345
Marisa Tomei,Marisa Tomei,,20,Schauspieler,20,20,0,20,0.147697,0.16462,0.00236,0,0,0.237377
Hugh Jackman,Hugh Jackman,,20,Schauspieler,20,20,0,20,0.142095,0.158486,0.001608,0,0,0.244548
Franck Dubosc,Franck Dubosc,,20,Schauspieler,20,20,0,20,0.137748,0.151924,0.001337,0,0,0.221644
Bradley Cooper,Bradley Cooper,,20,Schauspieler,20,20,0,20,0.145223,0.160843,0.001921,0,0,0.236317
Omar Sy,Omar Sy,,20,Schauspieler,20,20,0,20,0.147633,0.163052,0.005374,0,0,0.218603
Sam Rockwell,Sam Rockwell,,20,Schauspieler,20,20,0,20,0.143959,0.160154,0.001784,0,0,0.235827
Bill Murray,Bill Murray,,19,Schauspieler,19,19,0,20,0.150653,0.168046,0.002503,0,0,0.29398
Katja Riemann,Katja Riemann,,19,Schauspieler,19,19,0,18,0.129416,0.139545,0.002375,0,0,0.153504
Diane Kruger,Diane Kruger,,19,Schauspieler,19,19,0,18,0.156292,0.170897,0.007834,0,0,0.226723
Marthe Keller,Marthe Keller,,19,Schauspieler,19,19,0,18,0.141214,0.153576,0.004731,0,0,0.153943
Michelle Pfeiffer,Michelle Pfeiffer,,19,Schauspieler,19,19,0,20,0.144227,0.160138,0.001361,0,0,0.216454
Ludivine Sagnier,Ludivine Sagnier,,19,Schauspieler,19,19,0,20,0.14396,0.158507,0.001964,0,0,0.233459
Kevin Kline,Kevin Kline,,19,Schauspieler,19,19,0,20,0.146375,0.161838,0.002493,0,0,0.206122
Uwe Ochsenknecht,Uwe Ochsenknecht,,19,Schauspieler,19,19,0,18,0.140248,0.152759,0.005324,0,0,0.176209
Ramzy Bedia,Ramzy Bedia,,19,Schauspieler,19,19,0,20,0.139567,0.152346,0.00272,0,0,0.189085
Kevin Spacey,Kevin Spacey,,19,Schauspieler,19,19,0,20,0.14335,0.160073,0.001107,0,0,0.241805
Anne Hathaway,Anne Hathaway,,19,Schauspieler,19,19,0,20,0.141114,0.157317,0.001173,0,0,0.235281
Uma Thurman,Uma Thurman,,19,Schauspieler,19,19,0,20,0.151779,0.167667,0.002152,0,0,0.235086
Gerard Butler,Gerard Butler,,19,Schauspieler,19,19,0,18,0.140088,0.154724,0.0015,0,0,0.193701
Toni Collette,Toni Collette,,19,Schauspieler,19,19,0,20,0.141703,0.157763,0.002205,0,0,0.204928
Stefan Kurt,Stefan Kurt,,19,Schauspieler,19,19,0,20,0.130853,0.141061,0.004951,0,0,0.128488
Pierre Arditi,Pierre Arditi,,19,Schauspieler,19,19,0,18,0.137746,0.151127,0.001292,0,0,0.230878
Thierry Lhermitte,Thierry Lhermitte,,19,Schauspieler,19,19,0,20,0.136752,0.149503,0.001673,0,0,0.165255
Albert Dupontel,Albert Dupontel,,19,Schauspieler,19,19,0,20,0.138739,0.151421,0.001901,0,0,0.163319
Michel Blanc,Michel Blanc,,19,Schauspieler,19,19,0,20,0.136446,0.150161,0.001162,0,0,0.214119
Sabine AzÃ©ma,Sabine AzÃ©ma,,19,Schauspieler,19,19,0,20,0.140064,0.154124,0.001723,0,0,0.235749
Emily Watson,Emily Watson,,18,Schauspieler,18,18,0,20,0.142256,0.156093,0.001188,0,0,0.169762
Diane Lane,Diane Lane,,18,Schauspieler,18,18,0,20,0.143147,0.158979,0.001508,0,0,0.212025
Emma Stone,Emma Stone,,18,Schauspieler,18,18,0,18,0.142504,0.157835,0.001617,0,0,0.203437
Al Pacino,Al Pacino,,18,Schauspieler,18,18,0,20,0.142201,0.15741,0.001379,0,0,0.191273
Javier Bardem,Javier Bardem,,18,Schauspieler,18,18,0,20,0.148751,0.16436,0.006536,0,0,0.214317
Robert Duvall,Robert Duvall,,18,Schauspieler,18,18,0,20,0.145523,0.161855,0.001693,0,0,0.224123
Guy Pearce,Guy Pearce,,18,Schauspieler,18,18,0,20,0.142203,0.157486,0.001309,0,0,0.183197
Jim Carrey,Jim Carrey,,18,Schauspieler,18,18,0,20,0.139083,0.153907,0.001406,0,0,0.167652
Chris Evans,Chris Evans,,18,Schauspieler,18,18,0,20,0.145093,0.160628,0.001771,0,0,0.264513
Jamie Foxx,Jamie Foxx,,18,Schauspieler,18,18,0,20,0.143243,0.160037,0.001744,0,0,0.246598
Elizabeth Banks,Elizabeth Banks,,18,Schauspieler,18,18,0,20,0.141067,0.156675,0.001893,0,0,0.20068
Voices:,Voices:,,18,Schauspieler,18,18,0,20,0.142574,0.158149,0.004719,0,0,0.2015
Alain Chabat,Alain Chabat,,18,Schauspieler,18,18,0,20,0.141859,0.155891,0.002184,0,0,0.214329
Amanda Seyfried,Amanda Seyfried,,18,Schauspieler,18,18,0,20,0.142998,0.158817,0.001444,0,0,0.231693
Dwayne Johnson,Dwayne Johnson,,18,Schauspieler,18,18,0,20,0.14125,0.156352,0.00255,0,0,0.19832
Steve Carell,Steve Carell,,18,Schauspieler,18,18,0,20,0.144872,0.161622,0.001577,0,0,0.245272
Michael Shannon,Michael Shannon,,18,Schauspieler,18,18,0,20,0.142463,0.158122,0.00144,0,0,0.200409
John Turturro,John Turturro,,18,Schauspieler,18,18,0,20,0.146791,0.162133,0.003202,0,0,0.200158
Halle Berry,Halle Berry,,18,Schauspieler,18,18,0,20,0.146222,0.162211,0.002017,0,0,0.228127
Karoline Herfurth,Karoline Herfurth,,18,Schauspieler,18,18,0,18,0.14052,0.152523,0.004233,0,0,0.173786
Sergi Lopez,Sergi Lopez,,18,Schauspieler,18,18,0,20,0.139738,0.153564,0.001722,0,0,0.193781
Kirsten Dunst,Kirsten Dunst,,18,Schauspieler,18,18,0,20,0.146019,0.161013,0.001706,0,0,0.192139
Seth Rogen,Seth Rogen,,17,Schauspieler,17,17,0,20,0.139645,0.155246,0.001324,0,0,0.197022
Olga Kurylenko,Olga Kurylenko,,17,Schauspieler,17,17,0,20,0.151572,0.167295,0.00353,0,0,0.195086
Sophie Marceau,Sophie Marceau,,17,Schauspieler,17,17,0,20,0.145184,0.159373,0.002572,0,0,0.153722
Ashley Judd,Ashley Judd,,17,Schauspieler,17,17,0,20,0.13954,0.154669,0.000862,0,0,0.184337
Annette Bening,Annette Bening,,17,Schauspieler,17,17,0,20,0.144879,0.160918,0.001247,0,0,0.211161
Stellan Skarsgard,Stellan Skarsgard,,17,Schauspieler,17,17,0,20,0.148997,0.163296,0.003798,0,0,0.191275
Ryan Reynolds,Ryan Reynolds,,17,Schauspieler,17,17,0,20,0.143937,0.159391,0.001615,0,0,0.19468
Michael Douglas,Michael Douglas,,17,Schauspieler,17,17,0,20,0.142993,0.15849,0.00235,0,0,0.189254
Benicio Del Toro,Benicio Del Toro,,17,Schauspieler,17,17,0,20,0.14833,0.164204,0.002303,0,0,0.222384
James McAvoy,James McAvoy,,17,Schauspieler,17,17,0,20,0.144014,0.159522,0.001584,0,0,0.193602
Heino Ferch,Heino Ferch,,17,Schauspieler,17,17,0,18,0.135251,0.1462,0.00264,0,0,0.153349
Jason Bateman,Jason Bateman,,17,Schauspieler,17,17,0,20,0.141701,0.157418,0.001109,0,0,0.194087
Hugh Grant,Hugh Grant,,17,Schauspieler,17,17,0,20,0.140788,0.155823,0.000786,0,0,0.186274
BenoÃ®t Magimel,BenoÃ®t Magimel,,17,Schauspieler,17,17,0,20,0.142997,0.156637,0.001083,0,0,0.181928
Brendan Gleeson,Brendan Gleeson,,17,Schauspieler,17,17,0,20,0.147396,0.162878,0.001737,0,0,0.205713
Vincent Elbaz,Vincent Elbaz,,17,Schauspieler,17,17,0,18,0.135524,0.148023,0.001415,0,0,0.161096
Margherita Buy,Margherita Buy,,17,Schauspieler,17,17,0,18,0.126523,0.135682,0.001946,0,0,0.106545
Patrick Wilson,Patrick Wilson,,17,Schauspieler,17,17,0,20,0.142066,0.158108,0.00102,0,0,0.201501
Vin Diesel,Vin Diesel,,17,Schauspieler,17,17,0,20,0.141986,0.155542,0.002808,0,0,0.158439
Robin Williams,Robin Williams,,17,Schauspieler,17,17,0,20,0.141214,0.155574,0.000797,0,0,0.173408
Alexandra Lamy,Alexandra Lamy,,17,Schauspieler,17,17,0,20,0.133861,0.146918,0.000986,0,0,0.151447
Kristen Stewart,Kristen Stewart,,17,Schauspieler,17,17,0,20,0.144339,0.158819,0.001656,0,0,0.179339
Ryan Gosling,Ryan Gosling,,17,Schauspieler,17,17,0,18,0.148145,0.16434,0.002048,0,0,0.248555
Aaron Eckhart,Aaron Eckhart,,17,Schauspieler,17,17,0,20,0.14083,0.156408,0.000657,0,0,0.203394
