Id,Label,timeset,frequency,type,Degree,Weighted Degree,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,eigencentrality
Joseph McFadden,Joseph McFadden,,1,Schauspieler,1,1,1372,2,0.666667,0.75,0,0,0,0.001997
Anne Paullaud,Anne Paullaud,,1,Schauspieler,1,1,1359,2,0.666667,0.75,0,0,0,0.001997
Daniele Liotti,Daniele Liotti,,1,Schauspieler,1,1,936,2,0.6,0.666667,0,0,0,0.002481
Annabeth Gish,Annabeth Gish,,1,Schauspieler,1,1,0,22,0.116631,0.125256,0,0,0,0.010623
Melaine Blatt,Melaine Blatt,,1,Schauspieler,1,1,350,2,0.571429,0.625,0,0,0,0.002982
Alex Sharp,Alex Sharp,,1,Schauspieler,1,1,0,22,0.114046,0.122194,0,0,0,0.009323
Rosalinda Celentano,Rosalinda Celentano,,1,Schauspieler,1,1,0,26,0.074082,0.07587,0,0,0,0.003084
Stephen Amell,Stephen Amell,,1,Schauspieler,1,1,0,22,0.113519,0.120689,0,0,0,0.007005
Faye Fu,Faye Fu,,1,Schauspieler,1,1,0,24,0.090429,0.093991,0,0,0,0.003128
Eugenio Franceschini,Eugenio Franceschini,,1,Schauspieler,1,1,681,2,0.571429,0.625,0,0,0,0.002982
Kriti Malhotra,Kriti Malhotra,,1,Schauspieler,1,1,0,26,0.085875,0.088926,0,0,0,0.004255
Roxanne Beckford,Roxanne Beckford,,1,Schauspieler,1,1,0,22,0.119399,0.128289,0,0,0,0.01397
Maryam Touzani,Maryam Touzani,,1,Schauspieler,1,1,0,24,0.099474,0.103842,0,0,0,0.003609
Boris Dergacov,Boris Dergacov,,1,Schauspieler,1,1,0,26,0.081661,0.084292,0,0,0,0.003791
Niall Beagan,Niall Beagan,,1,Schauspieler,1,1,0,22,0.112806,0.119673,0,0,0,0.006319
Laura Condominas,Laura Condominas,,1,Schauspieler,1,1,606,2,0.571429,0.625,0,0,0,0.002982
JosÃ© Wilker,JosÃ© Wilker,,1,Schauspieler,1,1,209,2,0.555556,0.6,0,0,0,0.003499
Veronica Hassan,Veronica Hassan,,1,Schauspieler,1,1,1039,4,0.375,0.472222,0,0,0,0.002573
Jennifer Connely,Jennifer Connely,,1,Schauspieler,1,1,0,22,0.115888,0.123085,0,0,0,0.005665
Le Poulpe,Le Poulpe,,1,Titel,1,1,0,23,0.092049,0.095809,0,0,0,0.002144
Manon Kahle,Manon Kahle,,1,Schauspieler,1,1,826,4,0.375,0.472222,0,0,0,0.002573
Manuel Ferreira,Manuel Ferreira,,1,Schauspieler,1,1,462,2,0.571429,0.625,0,0,0,0.002982
Baris Atay,Baris Atay,,1,Schauspieler,1,1,0,22,0.08058,0.082759,0,0,0,0.003622
Caroline Boulton,Caroline Boulton,,1,Schauspieler,1,1,20,4,0.416667,0.483333,0,0,0,0.00493
Mike Wiluan,Mike Wiluan,,1,Schauspieler,1,1,359,2,0.571429,0.625,0,0,0,0.002982
Jetsun Pema,Jetsun Pema,,1,Schauspieler,1,1,2,2,0.533333,0.5625,0,0,0,0.005156
Nikolaj Kopernikus,Nikolaj Kopernikus,,1,Schauspieler,1,1,0,24,0.095759,0.099775,0,0,0,0.003426
Kinnear,Kinnear,,1,Schauspieler,1,1,0,22,0.107705,0.113774,0,0,0,0.005006
Vincent Chalambert,Vincent Chalambert,,1,Schauspieler,1,1,0,22,0.112557,0.119085,0,0,0,0.009557
Michel Bonjeuch,Michel Bonjeuch,,1,Schauspieler,1,1,0,22,0.097957,0.101621,0,0,0,0.002619
Documentary (Jacques Herzog,Documentary (Jacques Herzog,,1,Schauspieler,1,1,602,2,0.571429,0.625,0,0,0,0.002982
Halit Ergenc,Halit Ergenc,,1,Schauspieler,1,1,0,26,0.061083,0.06221,0,0,0,0.002585
Carole Isler,Carole Isler,,1,Schauspieler,1,1,696,2,0.6,0.666667,0,0,0,0.002481
Caterina Shulha,Caterina Shulha,,1,Schauspieler,1,1,0,22,0.100966,0.10521,0,0,0,0.005647
Kailas Mahadevan,Kailas Mahadevan,,1,Schauspieler,1,1,0,20,0.103023,0.10727,0,0,0,0.005009
Cali,Cali,,1,Schauspieler,1,1,0,22,0.107831,0.114532,0,0,0,0.006264
Sandy Winton,Sandy Winton,,1,Schauspieler,1,1,0,24,0.099723,0.104482,0,0,0,0.003365
Hassani Shapi,Hassani Shapi,,1,Schauspieler,1,1,0,22,0.100506,0.104883,0,0,0,0.00643
Ryuhei Matsuda,Ryuhei Matsuda,,1,Schauspieler,1,1,0,20,0.101441,0.105655,0,0,0,0.003273
Joe Bel,Joe Bel,,1,Schauspieler,1,1,0,22,0.109744,0.116448,0,0,0,0.007955
Pierre-FranÃ§ois Martin Laval,Pierre-FranÃ§ois Martin Laval,,1,Schauspieler,1,1,0,22,0.111622,0.118451,0,0,0,0.008381
John Henshaw,John Henshaw,,1,Schauspieler,1,1,0,22,0.097753,0.101942,0,0,0,0.003578
Gary Owen,Gary Owen,,1,Schauspieler,1,1,0,22,0.10879,0.115426,0,0,0,0.006388
Jean-Pierre Lazzerini,Jean-Pierre Lazzerini,,1,Schauspieler,1,1,0,22,0.109385,0.115022,0,0,0,0.006751
Murat Serezli,Murat Serezli,,1,Schauspieler,1,1,650,2,0.571429,0.625,0,0,0,0.002982
Oleg Menshikov,Oleg Menshikov,,1,Schauspieler,1,1,0,24,0.097591,0.102032,0,0,0,0.003969
David Wilmot,David Wilmot,,1,Schauspieler,1,1,0,24,0.09571,0.099813,0,0,0,0.003332
Mahmoud Asfa,Mahmoud Asfa,,1,Schauspieler,1,1,0,24,0.099598,0.103507,0,0,0,0.003039
Aktiv ins Alter,Aktiv ins Alter,,1,Titel,1,1,1662,1,1,1,0,0,0,0.001529
Olivia Lagunas,Olivia Lagunas,,1,Schauspieler,1,1,625,2,0.571429,0.625,0,0,0,0.002982
Matt Levin,Matt Levin,,1,Schauspieler,1,1,0,22,0.115894,0.123903,0,0,0,0.011306
Brandon Craggs,Brandon Craggs,,1,Schauspieler,1,1,0,22,0.110061,0.116794,0,0,0,0.006493
Josaine Balasko,Josaine Balasko,,1,Schauspieler,1,1,0,22,0.10189,0.106915,0,0,0,0.004328
Denny Dillon,Denny Dillon,,1,Schauspieler,1,1,492,2,0.571429,0.625,0,0,0,0.002982
Leonie Brill,Leonie Brill,,1,Schauspieler,1,1,0,20,0.097186,0.100855,0,0,0,0.004833
Geraldine Hughes,Geraldine Hughes,,1,Schauspieler,1,1,0,22,0.103879,0.109725,0,0,0,0.004929
Angus Macfadyen,Angus Macfadyen,,1,Schauspieler,1,1,0,22,0.116765,0.12484,0,0,0,0.009348
Marta Nieto,Marta Nieto,,1,Schauspieler,1,1,0,22,0.099554,0.103655,0,0,0,0.003125
Amisha Patel,Amisha Patel,,1,Schauspieler,1,1,0,24,0.091064,0.09514,0,0,0,0.004084
Katerina D'Onofrio,Katerina D'Onofrio,,1,Schauspieler,1,1,575,2,0.571429,0.625,0,0,0,0.002982
VÃ©ronique,VÃ©ronique,,1,Schauspieler,1,1,127,2,0.555556,0.6,0,0,0,0.003499
Lise Koefoed,Lise Koefoed,,1,Schauspieler,1,1,0,22,0.103089,0.107778,0,0,0,0.006504
Alycia Delmore,Alycia Delmore,,1,Schauspieler,1,1,0,24,0.097563,0.102253,0,0,0,0.00285
Fridtjov Saheim,Fridtjov Saheim,,1,Schauspieler,1,1,453,2,0.571429,0.625,0,0,0,0.002982
Roisin Greco,Roisin Greco,,1,Schauspieler,1,1,462,2,0.571429,0.625,0,0,0,0.002982
Lou Dlamond Phillips,Lou Dlamond Phillips,,1,Schauspieler,1,1,0,22,0.1139,0.121721,0,0,0,0.008998
Nani,Nani,,1,Schauspieler,1,1,483,4,0.333333,0.430556,0,0,0,0.002097
Alexandra Bortich,Alexandra Bortich,,1,Schauspieler,1,1,0,26,0.081663,0.084295,0,0,0,0.003626
Mads Ravn,Mads Ravn,,1,Schauspieler,1,1,0,26,0.076174,0.078195,0,0,0,0.003594
Moises Arias,Moises Arias,,1,Schauspieler,1,1,0,22,0.109335,0.115173,0,0,0,0.005449
Geraldine Nakache,Geraldine Nakache,,1,Schauspieler,1,1,0,20,0.12069,0.12801,0,0,0,0.011213
Kal Wiesinger,Kal Wiesinger,,1,Schauspieler,1,1,1235,2,0.666667,0.75,0,0,0,0.001997
Daniel Ludwig,Daniel Ludwig,,1,Schauspieler,1,1,0,22,0.091371,0.094653,0,0,0,0.00448
Halston Sage,Halston Sage,,1,Schauspieler,1,1,0,22,0.112103,0.119061,0,0,0,0.006447
Angela Finocciaro,Angela Finocciaro,,1,Schauspieler,1,1,0,22,0.095295,0.099336,0,0,0,0.006242
Documentary: Anne Clark,Documentary: Anne Clark,,1,Schauspieler,1,1,1499,1,1,1,0,0,0,0.001529
Giovanni Tredici,Giovanni Tredici,,1,Schauspieler,1,1,11,2,0.538462,0.571429,0,0,0,0.004586
Jean-Pierre Darrousin,Jean-Pierre Darrousin,,1,Schauspieler,1,1,0,20,0.114136,0.121341,0,0,0,0.01011
Thomas Wodianka,Thomas Wodianka,,1,Schauspieler,1,1,0,22,0.083485,0.085857,0,0,0,0.003202
Camille De Pazzis,Camille De Pazzis,,1,Schauspieler,1,1,0,22,0.10089,0.105255,0,0,0,0.00281
Carmen Belloch,Carmen Belloch,,1,Schauspieler,1,1,0,24,0.100264,0.104421,0,0,0,0.003761
Julio Fernandez,Julio Fernandez,,1,Schauspieler,1,1,0,22,0.093359,0.097401,0,0,0,0.009548
Russell Tovey,Russell Tovey,,1,Schauspieler,1,1,0,22,0.117852,0.125632,0,0,0,0.010107
Rona Hartner,Rona Hartner,,1,Schauspieler,1,1,0,22,0.113706,0.120455,0,0,0,0.006149
Izabella Miko,Izabella Miko,,1,Schauspieler,1,1,0,24,0.085387,0.088477,0,0,0,0.003604
Jack Dylan Grazer,Jack Dylan Grazer,,1,Schauspieler,1,1,0,22,0.113523,0.120707,0,0,0,0.007399
Mika Borrem,Mika Borrem,,1,Schauspieler,1,1,0,22,0.118144,0.127141,0,0,0,0.011657
Documentary (Robert Russi,Documentary (Robert Russi,,1,Schauspieler,1,1,1340,2,0.666667,0.75,0,0,0,0.001997
John Lee Miller,John Lee Miller,,1,Schauspieler,1,1,942,2,0.6,0.666667,0,0,0,0.002481
Farrah Fawcett,Farrah Fawcett,,1,Schauspieler,1,1,0,22,0.11539,0.123429,0,0,0,0.008077
Johny Depp,Johny Depp,,1,Schauspieler,1,1,0,20,0.12341,0.132139,0,0,0,0.012696
Toru Emori,Toru Emori,,1,Schauspieler,1,1,748,2,0.6,0.666667,0,0,0,0.002481
SAm Karmann,SAm Karmann,,1,Schauspieler,1,1,0,22,0.11112,0.118114,0,0,0,0.009105
Simona Maicanescu,Simona Maicanescu,,1,Schauspieler,1,1,0,24,0.100118,0.104426,0,0,0,0.003297
Marianne Hoppe,Marianne Hoppe,,1,Schauspieler,1,1,70,2,0.545455,0.583333,0,0,0,0.004034
Chiew Sung,Chiew Sung,,1,Schauspieler,1,1,239,2,0.555556,0.6,0,0,0,0.003499
Diana Franco Galindo,Diana Franco Galindo,,1,Schauspieler,1,1,808,2,0.6,0.666667,0,0,0,0.002481
Elin Hansdottir,Elin Hansdottir,,1,Schauspieler,1,1,0,22,0.087179,0.089983,0,0,0,0.002681
Nejat Uygur,Nejat Uygur,,1,Schauspieler,1,1,0,20,0.0911,0.094019,0,0,0,0.003919
HÃ¼seyinavni Danyal,HÃ¼seyinavni Danyal,,1,Schauspieler,1,1,0,26,0.063318,0.064645,0,0,0,0.003297
Saqib Saleem Freddy Daruwala,Saqib Saleem Freddy Daruwala,,1,Schauspieler,1,1,0,22,0.092636,0.096372,0,0,0,0.005078
Gabriel Moura,Gabriel Moura,,1,Schauspieler,1,1,160,2,0.555556,0.6,0,0,0,0.003499
"Ã�ngel Rafael Yanez",Ã�ngel Rafael Yanez,,1,Schauspieler,1,1,481,2,0.571429,0.625,0,0,0,0.002982
Beanie Feldstein,Beanie Feldstein,,1,Schauspieler,1,1,0,22,0.113879,0.12095,0,0,0,0.007321
Ruben Blades,Ruben Blades,,1,Schauspieler,1,1,0,22,0.121781,0.129983,0,0,0,0.011806
Lynette Curran,Lynette Curran,,1,Schauspieler,1,1,0,22,0.103797,0.109773,0,0,0,0.003576
Boleslav Polivka,Boleslav Polivka,,1,Schauspieler,1,1,1013,2,0.6,0.666667,0,0,0,0.002481
Pauline Clement,Pauline Clement,,1,Schauspieler,1,1,0,22,0.12031,0.128589,0,0,0,0.016196
Takeshi Kusao,Takeshi Kusao,,1,Schauspieler,1,1,0,22,0.110947,0.117697,0,0,0,0.006835
Luciandas Williams,Luciandas Williams,,1,Schauspieler,1,1,940,2,0.6,0.666667,0,0,0,0.002481
Victor Lanoux,Victor Lanoux,,1,Schauspieler,1,1,0,22,0.099502,0.103568,0,0,0,0.00313
Lydia Maria Makrides,Lydia Maria Makrides,,1,Schauspieler,1,1,0,22,0.105955,0.110816,0,0,0,0.005218
StÃ©phan GuÃ©rin-Tilli,StÃ©phan GuÃ©rin-Tilli,,1,Schauspieler,1,1,0,22,0.103844,0.108685,0,0,0,0.003802
Liam Cunnigham,Liam Cunnigham,,1,Schauspieler,1,1,0,22,0.102857,0.107435,0,0,0,0.003292
Gwendolyn Rich,Gwendolyn Rich,,1,Schauspieler,1,1,0,24,0.07604,0.07806,0,0,0,0.002893
Baruch Brener,Baruch Brener,,1,Schauspieler,1,1,379,2,0.571429,0.625,0,0,0,0.002982
Jorge Paccini,Jorge Paccini,,1,Schauspieler,1,1,1128,2,0.6,0.666667,0,0,0,0.002481
Catheriene Deneuve,Catheriene Deneuve,,1,Schauspieler,1,1,0,22,0.119331,0.126971,0,0,0,0.009812
Erika Bierman,Erika Bierman,,1,Schauspieler,1,1,0,22,0.111795,0.119098,0,0,0,0.00783
James Howson,James Howson,,1,Schauspieler,1,1,0,22,0.104162,0.108796,0,0,0,0.004291
China Anne McClain,China Anne McClain,,1,Schauspieler,1,1,0,22,0.095009,0.099167,0,0,0,0.003337
Jake Gyllenhall,Jake Gyllenhall,,1,Schauspieler,1,1,0,22,0.112132,0.119519,0,0,0,0.007143
Bolot Tentimyshow,Bolot Tentimyshow,,1,Schauspieler,1,1,612,2,0.571429,0.625,0,0,0,0.002982
F.Pierrot,F.Pierrot,,1,Schauspieler,1,1,9,2,0.538462,0.571429,0,0,0,0.004586
Fog of War,Fog of War,,1,Titel,1,1,1633,1,1,1,0,0,0,0.001529
Baris KÃ¼Ã§Ã¼kgÃ¼ler,Baris KÃ¼Ã§Ã¼kgÃ¼ler,,1,Schauspieler,1,1,0,24,0.073808,0.075599,0,0,0,0.002941
Documentary (Pippo Pollina,Documentary (Pippo Pollina,,1,Schauspieler,1,1,1331,2,0.666667,0.75,0,0,0,0.001997
Chi Lites,Chi Lites,,1,Schauspieler,1,1,42,2,0.545455,0.583333,0,0,0,0.004034
Huck Milner,Huck Milner,,1,Schauspieler,1,1,0,22,0.118476,0.127188,0,0,0,0.013925
Documentary (Evelyn Glennie,Documentary (Evelyn Glennie,,1,Schauspieler,1,1,1202,2,0.666667,0.75,0,0,0,0.001997
Sinqua Walls,Sinqua Walls,,1,Schauspieler,1,1,0,22,0.109323,0.115846,0,0,0,0.006899
Walli Tallosh,Walli Tallosh,,1,Schauspieler,1,1,677,2,0.571429,0.625,0,0,0,0.002982
Viswanathan Anand,Viswanathan Anand,,1,Schauspieler,1,1,700,2,0.6,0.666667,0,0,0,0.002481
Gerladine Hughes,Gerladine Hughes,,1,Schauspieler,1,1,0,22,0.10804,0.113797,0,0,0,0.004828
Meijun Zhou,Meijun Zhou,,1,Schauspieler,1,1,674,2,0.571429,0.625,0,0,0,0.002982
Bob Burnham,Bob Burnham,,1,Schauspieler,1,1,190,2,0.555556,0.6,0,0,0,0.003499
Dong-seok Ma,Dong-seok Ma,,1,Schauspieler,1,1,0,24,0.082161,0.084855,0,0,0,0.004157
Johanna Schraml,Johanna Schraml,,1,Schauspieler,1,1,0,20,0.10879,0.114194,0,0,0,0.00738
Maeva Francklin,Maeva Francklin,,1,Schauspieler,1,1,493,2,0.571429,0.625,0,0,0,0.002982
Anna Papadopulu,Anna Papadopulu,,1,Schauspieler,1,1,0,26,0.065628,0.066996,0,0,0,0.002575
Eric Bernard,Eric Bernard,,1,Schauspieler,1,1,0,22,0.105948,0.110683,0,0,0,0.007147
Amanda Root,Amanda Root,,1,Schauspieler,1,1,0,20,0.110651,0.116153,0,0,0,0.004282
Simon Tompson,Simon Tompson,,1,Schauspieler,1,1,1272,2,0.666667,0.75,0,0,0,0.001997
Documentary: Alexander McQueen,Documentary: Alexander McQueen,,1,Schauspieler,1,1,1507,1,1,1,0,0,0,0.001529
Chuck Baron,Chuck Baron,,1,Schauspieler,1,1,1069,2,0.6,0.666667,0,0,0,0.002481
Tania Squillario,Tania Squillario,,1,Schauspieler,1,1,913,2,0.6,0.666667,0,0,0,0.002481
Joan Pringle,Joan Pringle,,1,Schauspieler,1,1,0,22,0.116658,0.123904,0,0,0,0.008338
Janet McTeer,Janet McTeer,,1,Schauspieler,1,1,0,22,0.107438,0.113607,0,0,0,0.004665
Leslie Phillips,Leslie Phillips,,1,Schauspieler,1,1,0,22,0.121538,0.129669,0,0,0,0.010046
Niemeyer Oscar,Niemeyer Oscar,,1,Schauspieler,1,1,136,2,0.555556,0.6,0,0,0,0.003499
Jason Drucker,Jason Drucker,,1,Schauspieler,1,1,731,2,0.6,0.666667,0,0,0,0.002481
Joel Singh,Joel Singh,,1,Schauspieler,1,1,0,22,0.085635,0.088289,0,0,0,0.00417
Hayat van Eck,Hayat van Eck,,1,Schauspieler,1,1,0,26,0.065688,0.067104,0,0,0,0.002587
Nicole Parker,Nicole Parker,,1,Schauspieler,1,1,1168,2,0.666667,0.75,0,0,0,0.001997
Neele Marie Nickel,Neele Marie Nickel,,1,Schauspieler,1,1,666,4,0.347826,0.427083,0,0,0,0.002678
Julia FÃ¶ry,Julia FÃ¶ry,,1,Schauspieler,1,1,0,22,0.110585,0.116391,0,0,0,0.005924
Mette Towley,Mette Towley,,1,Schauspieler,1,1,0,22,0.118765,0.126128,0,0,0,0.009068
Jesus Padilla,Jesus Padilla,,1,Schauspieler,1,1,298,2,0.571429,0.625,0,0,0,0.002982
Caner Cindoruk,Caner Cindoruk,,1,Schauspieler,1,1,922,2,0.6,0.666667,0,0,0,0.002481
Michel Bouqet,Michel Bouqet,,1,Schauspieler,1,1,0,22,0.105336,0.110778,0,0,0,0.004047
Fouad Labies,Fouad Labies,,1,Schauspieler,1,1,364,8,0.224138,0.31163,0,0,0,0.002582
Katalin Toldi,Katalin Toldi,,1,Schauspieler,1,1,870,2,0.6,0.666667,0,0,0,0.002481
Vincent Furrer,Vincent Furrer,,1,Schauspieler,1,1,0,22,0.105417,0.110432,0,0,0,0.006165
Yann TrÃ©gouÃ«t,Yann TrÃ©gouÃ«t,,1,Schauspieler,1,1,0,22,0.105627,0.111051,0,0,0,0.004046
David Calder,David Calder,,1,Schauspieler,1,1,0,24,0.098494,0.103152,0,0,0,0.003557
Thomas Delkker,Thomas Delkker,,1,Schauspieler,1,1,0,22,0.112302,0.118889,0,0,0,0.005926
Voice: Dakota Fanning,Voice: Dakota Fanning,,1,Schauspieler,1,1,0,24,0.109773,0.116412,0,0,0,0.005229
Baloji,Baloji,,1,Schauspieler,1,1,471,2,0.571429,0.625,0,0,0,0.002982
Aidan Gillem,Aidan Gillem,,1,Schauspieler,1,1,0,20,0.119234,0.126141,0,0,0,0.007397
Louise Goodall,Louise Goodall,,1,Schauspieler,1,1,0,22,0.108609,0.11421,0,0,0,0.005111
Voices: Tom Hiddleston,Voices: Tom Hiddleston,,1,Schauspieler,1,1,0,22,0.114583,0.121214,0,0,0,0.006283
Ana Gloria Buduen,Ana Gloria Buduen,,1,Schauspieler,1,1,184,4,0.346154,0.425926,0,0,0,0.003092
Jan Gehl,Jan Gehl,,1,Schauspieler,1,1,1014,2,0.6,0.666667,0,0,0,0.002481
Sara Casu,Sara Casu,,1,Schauspieler,1,1,0,18,0.116153,0.122163,0,0,0,0.006327
Rustica Carpio,Rustica Carpio,,1,Schauspieler,1,1,0,24,0.092692,0.096161,0,0,0,0.003639
Manish Acharya,Manish Acharya,,1,Schauspieler,1,1,360,2,0.571429,0.625,0,0,0,0.002982
Arthur Dupond,Arthur Dupond,,1,Schauspieler,1,1,0,20,0.114609,0.122067,0,0,0,0.011019
Charlotte Roche,Charlotte Roche,,1,Schauspieler,1,1,0,22,0.096962,0.100906,0,0,0,0.003508
Diane Rouxel,Diane Rouxel,,1,Schauspieler,1,1,0,22,0.115289,0.122831,0,0,0,0.011612
Paolo Kessisogu,Paolo Kessisogu,,1,Schauspieler,1,1,0,24,0.08626,0.08903,0,0,0,0.002833
AnnJewel Lee Dixon,AnnJewel Lee Dixon,,1,Schauspieler,1,1,0,22,0.112176,0.119091,0,0,0,0.006616
Marie Tritignant,Marie Tritignant,,1,Schauspieler,1,1,0,22,0.099502,0.103568,0,0,0,0.00313
Dokumentarfilm (JÃ¶rg Sambeth),Dokumentarfilm (JÃ¶rg Sambeth),,1,Schauspieler,1,1,1667,1,1,1,0,0,0,0.001529
Florian David Fritz,Florian David Fritz,,1,Schauspieler,1,1,0,20,0.101508,0.105871,0,0,0,0.004848
Jared Padalecki,Jared Padalecki,,1,Schauspieler,1,1,326,4,0.388889,0.47619,0,0,0,0.003075
Jean Tinguely,Jean Tinguely,,1,Schauspieler,1,1,606,2,0.571429,0.625,0,0,0,0.002982
Josh Boles Jared Raab,Josh Boles Jared Raab,,1,Schauspieler,1,1,197,2,0.555556,0.6,0,0,0,0.003499
Gisela Trowe,Gisela Trowe,,1,Schauspieler,1,1,287,2,0.571429,0.625,0,0,0,0.002982
Christian Koch,Christian Koch,,1,Schauspieler,1,1,0,20,0.094713,0.098137,0,0,0,0.004408
Frey Parker,Frey Parker,,1,Schauspieler,1,1,0,22,0.110217,0.117387,0,0,0,0.007742
Elisa Sednaui,Elisa Sednaui,,1,Schauspieler,1,1,0,22,0.109288,0.115928,0,0,0,0.007135
Torrey DeVitto,Torrey DeVitto,,1,Schauspieler,1,1,0,22,0.11889,0.127414,0,0,0,0.010395
Scarlett Estevez,Scarlett Estevez,,1,Schauspieler,1,1,0,22,0.118638,0.127945,0,0,0,0.016129
Michela Andreozzi,Michela Andreozzi,,1,Schauspieler,1,1,0,22,0.108645,0.114265,0,0,0,0.006201
Suriya,Suriya,,1,Schauspieler,1,1,574,2,0.571429,0.625,0,0,0,0.002982
Amber Rose Revah,Amber Rose Revah,,1,Schauspieler,1,1,660,2,0.571429,0.625,0,0,0,0.002982
Axelle Laffont,Axelle Laffont,,1,Schauspieler,1,1,0,22,0.109932,0.115698,0,0,0,0.006814
G. Jugnot,G. Jugnot,,1,Schauspieler,1,1,8,2,0.538462,0.571429,0,0,0,0.004586
FrÃ©dÃ©rique Monblanc,FrÃ©dÃ©rique Monblanc,,1,Schauspieler,1,1,153,2,0.555556,0.6,0,0,0,0.003499
Julissa Lopez,Julissa Lopez,,1,Schauspieler,1,1,0,24,0.100753,0.10601,0,0,0,0.003205
Mariam AL Ferjani,Mariam AL Ferjani,,1,Schauspieler,1,1,618,2,0.571429,0.625,0,0,0,0.002982
Shaznay Lewis,Shaznay Lewis,,1,Schauspieler,1,1,0,22,0.115547,0.122277,0,0,0,0.006629
Luis Alberto Garcia; Coralia Veloz; Claudia Rojas; Bebe Perez; Isabel Santos,Luis Alberto Garcia; Coralia Veloz; Claudia Rojas; Bebe Perez; Isabel Santos,,1,Schauspieler,1,1,1488,1,1,1,0,0,0,0.001529
JÃ¼rgen Rissmann,JÃ¼rgen Rissmann,,1,Schauspieler,1,1,0,22,0.083485,0.085857,0,0,0,0.003202
Marcel Oetiker,Marcel Oetiker,,1,Schauspieler,1,1,331,2,0.571429,0.625,0,0,0,0.002982
Giulia Elettra Gorietti,Giulia Elettra Gorietti,,1,Schauspieler,1,1,0,24,0.088168,0.090977,0,0,0,0.002691
Hirtenreise ins dritte jahrtausend,Hirtenreise ins dritte jahrtausend,,1,Titel,1,1,1622,1,1,1,0,0,0,0.001529
Charlie Bruneau,Charlie Bruneau,,1,Schauspieler,1,1,0,22,0.113115,0.119984,0,0,0,0.010381
Gabrielle ValliÃ¨res,Gabrielle ValliÃ¨res,,1,Schauspieler,1,1,0,20,0.108018,0.113918,0,0,0,0.006634
Joely Fisher,Joely Fisher,,1,Schauspieler,1,1,0,22,0.114949,0.121798,0,0,0,0.005581
Laurence Weiner,Laurence Weiner,,1,Schauspieler,1,1,325,2,0.571429,0.625,0,0,0,0.002982
Broughton,Broughton,,1,Schauspieler,1,1,569,2,0.571429,0.625,0,0,0,0.002982
Jake Broder,Jake Broder,,1,Schauspieler,1,1,0,22,0.122999,0.131319,0,0,0,0.011655
Adam Bagger,Adam Bagger,,1,Schauspieler,1,1,1312,2,0.666667,0.75,0,0,0,0.001997
Samil Ratib,Samil Ratib,,1,Schauspieler,1,1,0,22,0.097957,0.101621,0,0,0,0.002619
Robert Menzies,Robert Menzies,,1,Schauspieler,1,1,0,20,0.118159,0.125294,0,0,0,0.009762
Ranin Karim,Ranin Karim,,1,Schauspieler,1,1,204,2,0.555556,0.6,0,0,0,0.003499
Oxana Moravec,Oxana Moravec,,1,Schauspieler,1,1,499,2,0.571429,0.625,0,0,0,0.002982
Miranda Black,Miranda Black,,1,Schauspieler,1,1,0,22,0.110061,0.116794,0,0,0,0.006493
Maxim Ushakov,Maxim Ushakov,,1,Schauspieler,1,1,861,2,0.6,0.666667,0,0,0,0.002481
Michael Habeck,Michael Habeck,,1,Schauspieler,1,1,362,2,0.571429,0.625,0,0,0,0.002982
Bhumi Pednekar,Bhumi Pednekar,,1,Schauspieler,1,1,0,22,0.102406,0.107627,0,0,0,0.004909
Chris Patt,Chris Patt,,1,Schauspieler,1,1,0,24,0.09952,0.104409,0,0,0,0.002936
Luke Kleintank,Luke Kleintank,,1,Schauspieler,1,1,0,22,0.120638,0.130018,0,0,0,0.015915
Hande Subasi,Hande Subasi,,1,Schauspieler,1,1,373,2,0.571429,0.625,0,0,0,0.002982
Fred Burri,Fred Burri,,1,Schauspieler,1,1,1285,2,0.666667,0.75,0,0,0,0.001997
James Hetfield,James Hetfield,,1,Schauspieler,1,1,0,22,0.107205,0.112778,0,0,0,0.004381
Renee Victor,Renee Victor,,1,Schauspieler,1,1,0,22,0.118865,0.126282,0,0,0,0.011043
Cyril Lecomte,Cyril Lecomte,,1,Schauspieler,1,1,0,22,0.114302,0.121395,0,0,0,0.009433
Terence Howard,Terence Howard,,1,Schauspieler,1,1,0,22,0.122918,0.133012,0,0,0,0.02197
Leigh Gill,Leigh Gill,,1,Schauspieler,1,1,0,20,0.119369,0.126214,0,0,0,0.012957
Valerio Mastamorga,Valerio Mastamorga,,1,Schauspieler,1,1,0,20,0.109653,0.115147,0,0,0,0.006288
Soo Ae,Soo Ae,,1,Schauspieler,1,1,1236,2,0.666667,0.75,0,0,0,0.001997
Michelle Monghan,Michelle Monghan,,1,Schauspieler,1,1,0,22,0.118421,0.126319,0,0,0,0.009428
Documentary: Javed Akhtar,Documentary: Javed Akhtar,,1,Schauspieler,1,1,0,24,0.086543,0.089846,0,0,0,0.003267
InÃ©s SÃ¡jara,InÃ©s SÃ¡jara,,1,Schauspieler,1,1,43,4,0.366667,0.439394,0,0,0,0.004146
Peter Doherty,Peter Doherty,,1,Schauspieler,1,1,0,20,0.122502,0.12956,0,0,0,0.009609
Valentina Lyapina,Valentina Lyapina,,1,Schauspieler,1,1,210,6,0.297297,0.39697,0,0,0,0.003594
Daniel Prevogt,Daniel Prevogt,,1,Schauspieler,1,1,0,22,0.109048,0.114882,0,0,0,0.005106
